POST,statuses/update,https://developer.twitter.com/en/docs/tweets/post-and-engage/api-reference/post-statuses-update
GET,statuses/sample,https://developer.twitter.com/en/docs/tweets/sample-realtime/api-reference/get-statuses-sample
GET,custom_profiles/:id,https://developer.twitter.com/en/docs/direct-messages/custom-profiles/api-reference/get-profile
GET,custom_profiles/list,https://developer.twitter.com/en/docs/direct-messages/custom-profiles/api-reference/get-profile-list
POST,custom_profiles/new.json,https://developer.twitter.com/en/docs/direct-messages/custom-profiles/api-reference/new-profile
GET,feedback/events.json,https://developer.twitter.com/en/docs/direct-messages/customer-feedback/api-reference/events
GET,feedback/show/:id.json,https://developer.twitter.com/en/docs/direct-messages/customer-feedback/api-reference/show
POST,feedback/create.json,https://developer.twitter.com/en/docs/direct-messages/customer-feedback/api-reference/create
GET,direct_messages/events/list,https://developer.twitter.com/en/docs/direct-messages/sending-and-receiving/api-reference/list-events
GET,direct_messages/events/show,https://developer.twitter.com/en/docs/direct-messages/sending-and-receiving/api-reference/get-event
POST,direct_messages/events/new,https://developer.twitter.com/en/docs/direct-messages/sending-and-receiving/api-reference/new-event
POST,direct_messages/indicate_typing,https://developer.twitter.com/en/docs/direct-messages/typing-indicator-and-read-receipts/api-reference/new-typing-indicator
POST,direct_messages/mark_read,https://developer.twitter.com/en/docs/direct-messages/typing-indicator-and-read-receipts/api-reference/new-read-receipt
GET,direct_messages/welcome_messages/list,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/list-welcome-messages
GET,direct_messages/welcome_messages/rules/list,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/list-welcome-message-rules
GET,direct_messages/welcome_messages/rules/show,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/get-welcome-message-rule
GET,direct_messages/welcome_messages/show,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/get-welcome-message
POST,direct_messages/welcome_messages/new,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/new-welcome-message
POST,direct_messages/welcome_messages/rules/new,https://developer.twitter.com/en/docs/direct-messages/welcome-messages/api-reference/new-welcome-message-rule
GET,trends/available,https://developer.twitter.com/en/docs/trends/locations-with-trending-topics/api-reference/get-trends-available
GET,trends/closest,https://developer.twitter.com/en/docs/trends/locations-with-trending-topics/api-reference/get-trends-closest
GET,trends/place,https://developer.twitter.com/en/docs/trends/trends-for-location/api-reference/get-trends-place
GET,geo/id/:place_id,https://developer.twitter.com/en/docs/geo/place-information/api-reference/get-geo-id-place_id
GET,geo/reverse_geocode,https://developer.twitter.com/en/docs/geo/places-near-location/api-reference/get-geo-reverse_geocode
GET,geo/search,https://developer.twitter.com/en/docs/geo/places-near-location/api-reference/get-geo-search
POST,insights/engagement,https://developer.twitter.com/en/docs/metrics/get-tweet-engagement/api-reference/post-insights-engagement
GET,search/tweets,https://developer.twitter.com/en/docs/tweets/search/api-reference/get-search-tweets
